Variable,Estimate,Std..Error,t.value,Pr...t..,Significance,From,To
North CarolinatoNew Hampshire,0.109363467,0.211784686,0.51638987,0.605582608,,North Carolina,New Hampshire
North CarolinatoNew Jersey,-0.490404974,0.109616669,-4.473817506,7.69E-06,*,North Carolina,New Jersey
North CarolinatoNew Mexico,0.692841447,0.222939322,3.10775793,0.001885341,*,North Carolina,New Mexico
North CarolinatoNew York,-0.26889254,0.073437349,-3.661522987,0.000250773,*,North Carolina,New York
North CarolinatoNorth Carolina,-0.361315298,0.022563383,-16.01334785,1.10E-57,*,North Carolina,North Carolina
North CarolinatoNorth Dakota,0.735601298,0.444977675,1.653119561,0.098307821,,North Carolina,North Dakota
North CarolinatoOhio,-0.421381376,0.08094554,-5.205739248,1.93E-07,*,North Carolina,Ohio
North CarolinatoOklahoma,0.638632205,0.147842528,4.319678601,1.56E-05,*,North Carolina,Oklahoma
North CarolinatoOregon,1.112197418,0.152938152,7.272203871,3.55E-13,*,North Carolina,Oregon
North CarolinatoPennsylvania,-0.572406273,0.074562816,-7.676832871,1.64E-14,*,North Carolina,Pennsylvania
North CarolinatoRhode Island,-0.050898404,0.257120389,-0.197955535,0.843080018,,North Carolina,Rhode Island
North CarolinatoSouth Carolina,-0.659065631,0.055862762,-11.79794199,4.08E-32,*,North Carolina,South Carolina
North CarolinatoSouth Dakota,0.486169228,0.294552861,1.650533035,0.098835251,,North Carolina,South Dakota
North CarolinatoTennessee,-0.379572934,0.07909353,-4.799038987,1.60E-06,*,North Carolina,Tennessee
North CarolinatoTexas,0.707208233,0.076763526,9.212815938,3.20E-20,*,North Carolina,Texas
North CarolinatoUtah,0.669448716,0.182342241,3.671385813,0.00024129,*,North Carolina,Utah
North CarolinatoVermont,-0.162079774,0.226857923,-0.714454985,0.474946566,,North Carolina,Vermont
North CarolinatoVirginia,-0.458905891,0.048263378,-9.508366626,1.95E-21,*,North Carolina,Virginia
North CarolinatoWashington,1.128867628,0.125315174,9.008227719,2.11E-19,*,North Carolina,Washington
North CarolinatoWest Virginia,-0.427959382,0.126039364,-3.395442249,0.000685287,*,North Carolina,West Virginia
North CarolinatoWisconsin,0.069814541,0.133158769,0.524295481,0.600073516,,North Carolina,Wisconsin
North CarolinatoWyoming,1.096911554,0.35511702,3.088873503,0.002009396,*,North Carolina,Wyoming
North DakotatoAlabama,1.278618147,0.679455512,1.881827617,0.059860615,,North Dakota,Alabama
North DakotatoArizona,1.041190293,0.202392033,5.144423321,2.69E-07,*,North Dakota,Arizona
North DakotatoArkansas,0.1772049,0.48053087,0.368769024,0.712300216,,North Dakota,Arkansas
North DakotatoCalifornia,0.572278228,0.178129614,3.21270683,0.001315075,*,North Dakota,California
North DakotatoColorado,0.492319818,0.170390572,2.889360668,0.003860601,*,North Dakota,Colorado
North DakotatoConnecticut,0.296655161,0.679478383,0.436592493,0.662407294,,North Dakota,Connecticut
North DakotatoDelaware,1.269022101,0.832097114,1.525088935,0.127238214,,North Dakota,Delaware
North DakotatoDistrict of Columbia,0.478978931,0.832101224,0.575625798,0.564868671,,North Dakota,District of Columbia
North DakotatoFlorida,1.327072135,0.222946414,5.952426474,2.65E-09,*,North Dakota,Florida
North DakotatoGeorgia,1.127189745,0.372382335,3.026968894,0.002470452,*,North Dakota,Georgia
North DakotatoIdaho,1.16247977,0.24577498,4.729853988,2.25E-06,*,North Dakota,Idaho
North DakotatoIllinois,0.425418306,0.270301764,1.573864335,0.115520115,,North Dakota,Illinois
North DakotatoIndiana,0.905878265,0.48053926,1.885128521,0.059413677,,North Dakota,Indiana
North DakotatoIowa,0.191643333,0.226825543,0.844893085,0.398171365,,North Dakota,Iowa
North DakotatoKansas,0.776438304,0.392418087,1.978599687,0.047862219,*,North Dakota,Kansas
North DakotatoKentucky,0.490537251,0.392472747,1.249863219,0.211350718,,North Dakota,Kentucky
North DakotatoLouisiana,0.379704848,0.588452822,0.645259626,0.518759559,,North Dakota,Louisiana
North DakotatoMaine,1.831178343,0.832088052,2.200702605,0.027758019,*,North Dakota,Maine
North DakotatoMaryland,0.391919574,0.392516354,0.998479606,0.31804784,,North Dakota,Maryland
North DakotatoMassachusetts,0.356736901,0.526420759,0.677664956,0.497984794,,North Dakota,Massachusetts
North DakotatoMichigan,0.436036426,0.208527109,2.091029932,0.036526414,*,North Dakota,Michigan
North DakotatoMinnesota,-0.095672395,0.073787912,-1.296586292,0.194774799,,North Dakota,Minnesota
North DakotatoMississippi,1.125228418,0.588463756,1.912145663,0.055858684,,North Dakota,Mississippi
North DakotatoMissouri,-0.103990874,0.226863412,-0.458385392,0.646675994,,North Dakota,Missouri
North DakotatoMontana,0.693547244,0.155088682,4.471939777,7.75E-06,*,North Dakota,Montana
North DakotatoNebraska,0.370846611,0.285658959,1.298214528,0.194214856,,North Dakota,Nebraska
North DakotatoNevada,0.346165424,0.480565625,0.720329141,0.471323057,,North Dakota,Nevada
North DakotatoNew Hampshire,0.222559759,0.832092209,0.267470068,0.789107484,,North Dakota,New Hampshire
North DakotatoNew Jersey,0.904222465,0.392526676,2.30359494,0.021246229,*,North Dakota,New Jersey
North DakotatoNew Mexico,0.768344335,0.52636576,1.459715645,0.144369529,,North Dakota,New Mexico
North DakotatoNew York,0.506560718,0.326715343,1.550465042,0.121031236,,North Dakota,New York
North DakotatoNorth Carolina,1.296441953,0.270395863,4.794607205,1.63E-06,*,North Dakota,North Carolina
North DakotatoNorth Dakota,0.198192925,0.045702041,4.336631847,1.45E-05,*,North Dakota,North Dakota
North DakotatoOhio,0.317889301,0.285760103,1.112434162,0.26595262,,North Dakota,Ohio
North DakotatoOklahoma,0.540111094,0.372332623,1.45061448,0.146888528,,North Dakota,Oklahoma
North DakotatoOregon,0.870889342,0.304197504,2.862907588,0.004198087,*,North Dakota,Oregon
North DakotatoPennsylvania,1.006441782,0.294568808,3.416661084,0.000634045,*,North Dakota,Pennsylvania
North DakotatoRhode Island,0.982724149,0.679471191,1.446307309,0.148092313,,North Dakota,Rhode Island
North DakotatoSouth Carolina,1.574047097,0.355092715,4.432777781,9.31E-06,*,North Dakota,South Carolina
North DakotatoSouth Dakota,0.031945564,0.132162448,0.241714381,0.809001689,,North Dakota,South Dakota
North DakotatoTennessee,0.280522461,0.588468905,0.476698868,0.633576997,,North Dakota,Tennessee
North DakotatoTexas,0.992641567,0.176053601,5.638291759,1.72E-08,*,North Dakota,Texas
North DakotatoUtah,0.795422675,0.235765452,3.373788098,0.00074153,*,North Dakota,Utah
North DakotatoVermont,1.243410033,0.832087928,1.494325288,0.135091913,,North Dakota,Vermont
North DakotatoVirginia,0.888590442,0.355097,2.502387919,0.012336517,*,North Dakota,Virginia
North DakotatoWashington,1.059947009,0.17806102,5.952717831,2.64E-09,*,North Dakota,Washington
North DakotatoWest Virginia,1.525052109,1.176627405,1.296121527,0.194934847,,North Dakota,West Virginia
North DakotatoWisconsin,0.261876183,0.184255894,1.421263534,0.15524144,,North Dakota,Wisconsin
North DakotatoWyoming,0.62239442,0.235696818,2.640656869,0.008275075,*,North Dakota,Wyoming
OhiotoAlabama,-0.197219933,0.127595063,-1.545670569,0.122185447,,Ohio,Alabama
OhiotoArizona,0.752893994,0.125203279,6.013372811,1.82E-09,*,Ohio,Arizona
OhiotoArkansas,0.280773351,0.251226499,1.117610413,0.263734521,,Ohio,Arkansas
OhiotoCalifornia,0.438480057,0.082593706,5.308879819,1.10E-07,*,Ohio,California
OhiotoColorado,0.494810898,0.112305486,4.405937006,1.05E-05,*,Ohio,Colorado
OhiotoConnecticut,-0.180932604,0.208483809,-0.867849663,0.385477493,,Ohio,Connecticut
OhiotoDelaware,-0.852894547,0.339904548,-2.509217815,0.012100528,*,Ohio,Delaware
OhiotoDistrict of Columbia,-0.262199969,0.294446219,-0.890485094,0.373206348,,Ohio,District of Columbia
OhiotoFlorida,0.442000452,0.055081538,8.024475433,1.02E-15,*,Ohio,Florida
OhiotoGeorgia,0.001096396,0.08799648,0.012459547,0.990058987,,Ohio,Georgia
OhiotoIdaho,0.880074634,0.285844778,3.078855028,0.002078209,*,Ohio,Idaho
OhiotoIllinois,-0.557823197,0.095133063,-5.863610174,4.53E-09,*,Ohio,Illinois
OhiotoIndiana,-0.778087417,0.063931131,-12.17071248,4.55E-34,*,Ohio,Indiana
OhiotoIowa,-0.118872494,0.162207662,-0.732841426,0.463655856,,Ohio,Iowa
OhiotoKansas,0.321879782,0.176000556,1.828856622,0.067422311,,Ohio,Kansas
OhiotoKentucky,-0.591767074,0.067872818,-8.718763914,2.83E-18,*,Ohio,Kentucky
OhiotoLouisiana,0.028563832,0.174063953,0.164099642,0.86965284,,Ohio,Louisiana
OhiotoMaine,-0.192235091,0.215303152,-0.892857764,0.371934229,,Ohio,Maine
OhiotoMaryland,-0.640478966,0.11840903,-5.409038179,6.34E-08,*,Ohio,Maryland
OhiotoMassachusetts,-0.489572066,0.153881139,-3.181494938,0.001465354,*,Ohio,Massachusetts
OhiotoMichigan,-0.891558308,0.062110291,-14.3544378,1.04E-46,*,Ohio,Michigan
OhiotoMinnesota,-0.286330809,0.136611625,-2.095947614,0.036087867,*,Ohio,Minnesota
OhiotoMississippi,-0.10057297,0.17038032,-0.590285131,0.555000054,,Ohio,Mississippi
OhiotoMissouri,-0.023387847,0.127617195,-0.183265642,0.854589744,,Ohio,Missouri
OhiotoMontana,0.665223642,0.257278857,2.585613333,0.009721166,*,Ohio,Montana
OhiotoNebraska,0.00971348,0.231200389,0.042013253,0.966488168,,Ohio,Nebraska
OhiotoNevada,0.77647082,0.212036051,3.661975473,0.000250331,*,Ohio,Nevada
OhiotoNew Hampshire,-0.066126964,0.304117578,-0.217438809,0.827866572,,Ohio,New Hampshire
OhiotoNew Jersey,-0.536883603,0.17039472,-3.150823002,0.001628308,*,Ohio,New Jersey
OhiotoNew Mexico,0.524733005,0.231297071,2.268653909,0.023290251,*,Ohio,New Mexico
OhiotoNew York,-0.548128176,0.088756841,-6.175616122,6.60E-10,*,Ohio,New York
OhiotoNorth Carolina,-0.276826089,0.074015447,-3.740112383,0.00018398,*,Ohio,North Carolina
OhiotoNorth Dakota,0.131760348,0.339987291,0.387544922,0.698353173,,Ohio,North Dakota
OhiotoOhio,-0.465262164,0.024382657,-19.08168468,4.11E-81,*,Ohio,Ohio
OhiotoOklahoma,-0.248372255,0.151356833,-1.640971541,0.100804613,,Ohio,Oklahoma
OhiotoOregon,0.512879703,0.150454818,3.40886195,0.00065245,*,Ohio,Oregon
OhiotoPennsylvania,-1.059488218,0.062779829,-16.87625215,7.32E-64,*,Ohio,Pennsylvania
OhiotoRhode Island,-0.351950506,0.294487444,-1.195129075,0.232037767,,Ohio,Rhode Island
OhiotoSouth Carolina,-0.231747689,0.08918939,-2.598377326,0.009367114,*,Ohio,South Carolina
OhiotoSouth Dakota,0.263873823,0.339966264,0.776176492,0.437645537,,Ohio,South Dakota
OhiotoTennessee,-0.28321605,0.085887512,-3.297523045,0.000975556,*,Ohio,Tennessee
OhiotoTexas,0.413111364,0.077646785,5.320392364,1.04E-07,*,Ohio,Texas
OhiotoUtah,0.38644923,0.162466329,2.378641981,0.017377309,*,Ohio,Utah
OhiotoVermont,-0.108643135,0.32660629,-0.332642506,0.73940444,,Ohio,Vermont
OhiotoVirginia,-0.278785529,0.08223447,-3.390129822,0.000698706,*,Ohio,Virginia
OhiotoWashington,0.765014692,0.137000666,5.584021707,2.35E-08,*,Ohio,Washington
OhiotoWest Virginia,-0.731320385,0.082914719,-8.820151558,1.15E-18,*,Ohio,West Virginia
OhiotoWisconsin,-0.742583244,0.109128762,-6.804651937,1.02E-11,*,Ohio,Wisconsin
OhiotoWyoming,0.505870531,0.27777834,1.821130224,0.068588289,,Ohio,Wyoming
OklahomatoAlabama,-0.1201773,0.202262193,-0.594165912,0.552401701,,Oklahoma,Alabama
OklahomatoArizona,0.507806788,0.146730794,3.460805836,0.000538653,*,Oklahoma,Arizona
OklahomatoArkansas,-0.317437121,0.093258796,-3.403830348,0.000664587,*,Oklahoma,Arkansas
OklahomatoCalifornia,0.339891563,0.111886027,3.037837457,0.002383076,*,Oklahoma,California
OklahomatoColorado,0.468647072,0.113504731,4.128876974,3.65E-05,*,Oklahoma,Colorado
OklahomatoConnecticut,0.848321417,0.526416565,1.611502132,0.107071618,,Oklahoma,Connecticut
OklahomatoDelaware,0.788391214,0.526391,1.49772928,0.134204896,,Oklahoma,Delaware
OklahomatoDistrict of Columbia,0.707470497,0.832077919,0.850245489,0.395189451,,Oklahoma,District of Columbia
OklahomatoFlorida,0.625298815,0.123608685,5.058696442,4.22E-07,*,Oklahoma,Florida
OklahomatoGeorgia,0.405431129,0.151330826,2.679104712,0.007382426,*,Oklahoma,Georgia
OklahomatoIdaho,1.408961286,0.28577185,4.93037115,8.21E-07,*,Oklahoma,Idaho
OklahomatoIllinois,-0.107592279,0.146579202,-0.734021458,0.462936366,,Oklahoma,Illinois
OklahomatoIndiana,-0.093522914,0.174044691,-0.537349995,0.591026368,,Oklahoma,Indiana
OklahomatoIowa,-0.191991947,0.202207512,-0.949479792,0.342377586,,Oklahoma,Iowa
OklahomatoKansas,-0.430332141,0.075006369,-5.737274674,9.63E-09,*,Oklahoma,Kansas
OklahomatoKentucky,0.593396926,0.208463821,2.846522358,0.004420331,*,Oklahoma,Kentucky
OklahomatoLouisiana,-0.459179859,0.172120934,-2.667774616,0.007636051,*,Oklahoma,Louisiana
OklahomatoMaine,1.271585976,0.480597399,2.645844483,0.00814925,*,Oklahoma,Maine
OklahomatoMaryland,0.786885051,0.257219487,3.059196872,0.002219553,*,Oklahoma,Maryland
OklahomatoMassachusetts,0.28499617,0.355125743,0.802521856,0.422251933,,Oklahoma,Massachusetts
OklahomatoMichigan,0.025291235,0.160774206,0.157309031,0.875001433,,Oklahoma,Michigan
OklahomatoMinnesota,0.231159049,0.196576074,1.175926672,0.239625328,,Oklahoma,Minnesota
OklahomatoMississippi,0.189632813,0.263422068,0.71988203,0.471598323,,Oklahoma,Mississippi
OklahomatoMissouri,-0.174337116,0.093558827,-1.863395694,0.062407817,,Oklahoma,Missouri
OklahomatoMontana,0.664661454,0.263521764,2.522226033,0.011662106,*,Oklahoma,Montana
OklahomatoNebraska,-0.500115622,0.1636603,-3.055815131,0.002244739,*,Oklahoma,Nebraska
OklahomatoNevada,0.493109441,0.314829504,1.566274552,0.117285654,,Oklahoma,Nevada
OklahomatoNew Hampshire,0.779782312,0.52640597,1.481332576,0.138519264,,Oklahoma,New Hampshire
OklahomatoNew Jersey,0.557714911,0.355097571,1.570596243,0.116277761,,Oklahoma,New Jersey
OklahomatoNew Mexico,0.323886724,0.205248077,1.57802562,0.114561022,,Oklahoma,New Mexico
OklahomatoNew York,0.36758111,0.172358293,2.132656935,0.032953875,*,Oklahoma,New York
OklahomatoNorth Carolina,0.47968723,0.150194947,3.193764105,0.001404487,*,Oklahoma,North Carolina
OklahomatoNorth Dakota,1.951871444,0.355034746,5.497691326,3.85E-08,*,Oklahoma,North Dakota
OklahomatoOhio,0.134121255,0.18433243,0.727605312,0.466855927,,Oklahoma,Ohio
OklahomatoOklahoma,-0.128614343,0.027884052,-4.612469587,3.98E-06,*,Oklahoma,Oklahoma
OklahomatoOregon,1.13037626,0.222950118,5.070085959,3.98E-07,*,Oklahoma,Oregon
OklahomatoPennsylvania,0.235569014,0.180095907,1.30801981,0.190867824,,Oklahoma,Pennsylvania
OklahomatoRhode Island,0.504024678,0.83208463,0.605737278,0.54468979,,Oklahoma,Rhode Island
OklahomatoSouth Carolina,0.327167167,0.226925352,1.441739162,0.149377256,,Oklahoma,South Carolina
OklahomatoSouth Dakota,0.296373104,0.339937122,0.871846835,0.383292799,,Oklahoma,South Dakota
OklahomatoTennessee,0.206927582,0.162215992,1.27562998,0.202087567,,Oklahoma,Tennessee
OklahomatoTexas,-0.175167438,0.056795397,-3.084183724,0.002041343,*,Oklahoma,Texas
OklahomatoUtah,0.749601594,0.226913381,3.303470211,0.000955099,*,Oklahoma,Utah
OklahomatoVermont,0.286287133,0.588487583,0.486479479,0.626627689,,Oklahoma,Vermont
OklahomatoVirginia,1.07491857,0.156605412,6.863866038,6.72E-12,*,Oklahoma,Virginia
OklahomatoWashington,0.663994689,0.146847513,4.521661102,6.14E-06,*,Oklahoma,Washington
OklahomatoWest Virginia,0.622326813,0.444935976,1.398688456,0.1619077,,Oklahoma,West Virginia
OklahomatoWisconsin,-0.160054519,0.191375602,-0.836337116,0.402966098,,Oklahoma,Wisconsin
OklahomatoWyoming,1.596038714,0.355022738,4.495595752,6.94E-06,*,Oklahoma,Wyoming
OregontoAlabama,0.416224548,0.263648995,1.578707129,0.114404546,,Oregon,Alabama
OregontoArizona,0.850421982,0.113692373,7.480026654,7.46E-14,*,Oregon,Arizona
OregontoArkansas,1.030549535,0.277815533,3.709474144,0.000207736,*,Oregon,Arkansas
OregontoCalifornia,-0.139405062,0.065334094,-2.13372611,0.032866203,*,Oregon,California
OregontoColorado,0.582515105,0.130043692,4.479379956,7.49E-06,*,Oregon,Colorado
OregontoConnecticut,0.625131487,0.294710758,2.121169551,0.033908543,*,Oregon,Connecticut
OregontoDelaware,1.685362484,1.176661258,1.432325975,0.152051835,,Oregon,Delaware
OregontoDistrict of Columbia,1.295746538,0.588545517,2.201608034,0.027693941,*,Oregon,District of Columbia
OregontoFlorida,0.677107595,0.128891857,5.253300015,1.50E-07,*,Oregon,Florida
OregontoGeorgia,1.270848304,0.196878783,6.454978457,1.08E-10,*,Oregon,Georgia
OregontoIdaho,0.157289678,0.097894563,1.606725365,0.108115922,,Oregon,Idaho
OregontoIllinois,0.338066573,0.199619817,1.693552158,0.090351693,,Oregon,Illinois
OregontoIndiana,0.643289734,0.21202013,3.034097439,0.002412819,*,Oregon,Indiana
OregontoIowa,0.492225925,0.245879981,2.001895083,0.045297123,*,Oregon,Iowa
OregontoKansas,0.774604949,0.235859521,3.284179265,0.001022943,*,Oregon,Kansas
OregontoKentucky,0.627700774,0.202510838,3.099591017,0.001938101,*,Oregon,Kentucky
OregontoLouisiana,1.399674469,0.32675612,4.283544768,1.84E-05,*,Oregon,Louisiana
OregontoMaine,0.878457833,0.304337822,2.886456331,0.00389641,*,Oregon,Maine
OregontoMaryland,0.736318267,0.245998933,2.993176667,0.002761175,*,Oregon,Maryland
OregontoMassachusetts,1.063608183,0.236036906,4.506109658,6.61E-06,*,Oregon,Massachusetts
OregontoMichigan,0.671628855,0.164078005,4.093350924,4.25E-05,*,Oregon,Michigan
OregontoMinnesota,0.306119161,0.168888303,1.81255395,0.069901876,,Oregon,Minnesota
OregontoMississippi,0.913982425,0.355148461,2.573522137,0.010067506,*,Oregon,Mississippi
OregontoMissouri,1.120986093,0.16246827,6.899723193,5.22E-12,*,Oregon,Missouri
OregontoMontana,0.22884202,0.117905611,1.940891673,0.05227257,,Oregon,Montana
OregontoNebraska,0.677624276,0.285803964,2.370940788,0.017743646,*,Oregon,Nebraska
OregontoNevada,0.137232929,0.175896306,0.780192219,0.435278499,,Oregon,Nevada
OregontoNew Hampshire,0.962335055,0.445062041,2.162249228,0.030599941,*,Oregon,New Hampshire
OregontoNew Jersey,0.946462022,0.340128355,2.782661337,0.00539192,*,Oregon,New Jersey
OregontoNew Mexico,0.792965802,0.202348724,3.918808013,8.90E-05,*,Oregon,New Mexico
OregontoNew York,0.759706509,0.162637075,4.671176665,3.00E-06,*,Oregon,New York
OregontoNorth Carolina,1.150096444,0.152940035,7.519917504,5.50E-14,*,Oregon,North Carolina
OregontoNorth Dakota,0.803017569,0.285786373,2.809852553,0.004956815,*,Oregon,North Dakota
OregontoOhio,0.959638207,0.17824089,5.383939709,7.29E-08,*,Oregon,Ohio
OregontoOklahoma,0.758289093,0.184463589,4.110779245,3.94E-05,*,Oregon,Oklahoma
OregontoOregon,0.546641364,0.044890794,12.17713722,4.21E-34,*,Oregon,Oregon
OregontoPennsylvania,0.662685947,0.174401334,3.799775674,0.000144862,*,Oregon,Pennsylvania
OregontoRhode Island,0.78363946,0.526476845,1.488459497,0.13663105,,Oregon,Rhode Island
OregontoSouth Carolina,0.916075161,0.251468313,3.642904946,0.000269634,*,Oregon,South Carolina
OregontoSouth Dakota,1.571493402,0.392502589,4.003778432,6.24E-05,*,Oregon,South Dakota
OregontoTennessee,1.137599354,0.174330308,6.525539736,6.79E-11,*,Oregon,Tennessee
OregontoTexas,0.889353297,0.11289964,7.877379369,3.36E-15,*,Oregon,Texas
